0,timestamp,1_1_mean,1_2_mean,1_3_mean,2_1_mean,2_2_mean,2_3_mean,1_1_std,1_2_std,1_3_std,2_1_std,2_2_std,2_3_std,1_1_max,1_2_max,1_3_max,2_1_max,2_2_max,2_3_max,1_1_min,1_2_min,1_3_min,2_1_min,2_2_min,2_3_min,label
16,1464160071.0,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,0.0,0.0,0.0,0.0,0.0,0.0,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,4.0
17,1464160071.0,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,0.0,0.0,0.0,0.0,0.0,0.0,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,0.149044,-0.123686,0.988346,-0.001709,-0.005539,-0.007217,4.0
18,1464160371.0,0.14905,-0.123356,0.989014,-0.001701,-0.005468,-0.007092,0.0,0.0,0.0,0.0,0.0,0.0,0.14905,-0.123356,0.989014,-0.001701,-0.005468,-0.007092,0.14905,-0.123356,0.989014,-0.001701,-0.005468,-0.007092,4.0
19,1464160671.0,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,0.0,0.0,0.0,0.0,0.0,0.0,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,4.0
20,1464160671.0,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,0.0,0.0,0.0,0.0,0.0,0.0,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,0.148803,-0.12355,0.987664,-0.001674,-0.005494,-0.007272,4.0
21,1464160971.0,0.14902,-0.123539,0.987773,-0.001686,-0.005167,-0.007059,0.0,0.0,0.0,0.0,0.0,0.0,0.14902,-0.123539,0.987773,-0.001686,-0.005167,-0.007059,0.14902,-0.123539,0.987773,-0.001686,-0.005167,-0.007059,2.0
22,1464161271.0,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,0.0,0.0,0.0,0.0,0.0,0.0,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,2.0
23,1464161271.0,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,0.0,0.0,0.0,0.0,0.0,0.0,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,0.149219,-0.123425,0.987713,-0.001806,-0.005231,-0.007345,2.0
24,1464161571.0,0.149607,-0.123523,0.987518,-0.001765,-0.005273,-0.007127,0.0,0.0,0.0,0.0,0.0,0.0,0.149607,-0.123523,0.987518,-0.001765,-0.005273,-0.007127,0.149607,-0.123523,0.987518,-0.001765,-0.005273,-0.007127,2.0
25,1464165170.0,0.148146,-0.124484,0.992097,-0.001959,-0.005208,-0.00788,0.0,0.0,0.0,0.0,0.0,0.0,0.148146,-0.124484,0.992097,-0.001959,-0.005208,-0.00788,0.148146,-0.124484,0.992097,-0.001959,-0.005208,-0.00788,2.0
26,1464165471.0,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,0.0,0.0,0.0,0.0,0.0,0.0,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,2.0
27,1464165471.0,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,0.0,0.0,0.0,0.0,0.0,0.0,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,0.149042,-0.123265,0.988138,-0.001619,-0.004999,-0.006892,2.0
28,1464166777.0,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,0.0,0.0,0.0,0.0,0.0,0.0,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,2.0
29,1464166777.0,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,0.0,0.0,0.0,0.0,0.0,0.0,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,0.07147,-0.111547,0.978496,-0.018448,-0.027017,-0.023386,2.0
30,1464166971.0,0.148567,-0.155729,0.983633,-0.002193,-0.005345,-0.00733,0.0,0.0,0.0,0.0,0.0,0.0,0.148567,-0.155729,0.983633,-0.002193,-0.005345,-0.00733,0.148567,-0.155729,0.983633,-0.002193,-0.005345,-0.00733,2.0
31,1464167271.0,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,0.0,0.0,0.0,0.0,0.0,0.0,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,2.0
32,1464167271.0,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,0.0,0.0,0.0,0.0,0.0,0.0,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,0.148582,-0.155657,0.984091,-0.00224,-0.005372,-0.007493,2.0
33,1464167571.0,0.147989,-0.156503,0.984158,-0.002291,-0.005558,-0.007502,0.0,0.0,0.0,0.0,0.0,0.0,0.147989,-0.156503,0.984158,-0.002291,-0.005558,-0.007502,0.147989,-0.156503,0.984158,-0.002291,-0.005558,-0.007502,2.0
34,1464167871.0,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,0.0,0.0,0.0,0.0,0.0,0.0,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,2.0
35,1464167871.0,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,0.0,0.0,0.0,0.0,0.0,0.0,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,0.14876,-0.156008,0.983754,-0.002262,-0.00559,-0.007456,2.0
36,1464168171.0,0.148364,-0.156058,0.983685,-0.002151,-0.005579,-0.007326,0.0,0.0,0.0,0.0,0.0,0.0,0.148364,-0.156058,0.983685,-0.002151,-0.005579,-0.007326,0.148364,-0.156058,0.983685,-0.002151,-0.005579,-0.007326,2.0
37,1464168471.0,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,0.0,0.0,0.0,0.0,0.0,0.0,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,2.0
38,1464168471.0,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,0.0,0.0,0.0,0.0,0.0,0.0,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,0.148098,-0.156241,0.984916,-0.002164,-0.005354,-0.007219,2.0
39,1464168770.0,0.148129,-0.156046,0.984358,-0.00209,-0.005362,-0.007517,0.0,0.0,0.0,0.0,0.0,0.0,0.148129,-0.156046,0.984358,-0.00209,-0.005362,-0.007517,0.148129,-0.156046,0.984358,-0.00209,-0.005362,-0.007517,2.0
40,1464169071.0,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,0.0,0.0,0.0,0.0,0.0,0.0,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,2.0
41,1464169071.0,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,0.0,0.0,0.0,0.0,0.0,0.0,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,0.148626,-0.156223,0.983326,-0.002033,-0.005095,-0.007426,2.0
42,1464169370.0,0.148334,-0.156057,0.983984,-0.002057,-0.005401,-0.007216,0.0,0.0,0.0,0.0,0.0,0.0,0.148334,-0.156057,0.983984,-0.002057,-0.005401,-0.007216,0.148334,-0.156057,0.983984,-0.002057,-0.005401,-0.007216,2.0
43,1464169671.0,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,0.0,0.0,0.0,0.0,0.0,0.0,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,2.0
44,1464169671.0,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,0.0,0.0,0.0,0.0,0.0,0.0,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,0.148177,-0.155848,0.984256,-0.002048,-0.005572,-0.007447,2.0
45,1464169971.0,0.14827,-0.156018,0.983552,-0.002145,-0.005961,-0.007389,0.0,0.0,0.0,0.0,0.0,0.0,0.14827,-0.156018,0.983552,-0.002145,-0.005961,-0.007389,0.14827,-0.156018,0.983552,-0.002145,-0.005961,-0.007389,2.0
46,1464170271.0,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,2.0
47,1464170271.0,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,0.148951,-0.155666,0.982902,-0.00194,-0.005543,-0.0073,2.0
48,1464173777.0,0.1475485,-0.15718100000000002,0.985301,-0.002162,-0.0055215,-0.0076430000000000005,0.0001325000000000076,0.00020900000000000085,0.0007650000000000157,0.00017,8.149999999999998e-05,0.0003870000000000002,0.147681,-0.156972,0.986066,-0.001992,-0.00544,-0.007256,0.147416,-0.15739,0.984536,-0.002332,-0.005603,-0.00803,2.0
49,1464173870.0,0.147681,-0.156972,0.984536,-0.001992,-0.005603,-0.007256,0.0,0.0,0.0,0.0,0.0,0.0,0.147681,-0.156972,0.984536,-0.001992,-0.005603,-0.007256,0.147681,-0.156972,0.984536,-0.001992,-0.005603,-0.007256,2.0
0,1464180859.0,0.147635,-0.157749,0.986854,-0.002414,-0.005682,-0.008015,0.0,0.0,0.0,0.0,0.0,0.0,0.147635,-0.157749,0.986854,-0.002414,-0.005682,-0.008015,0.147635,-0.157749,0.986854,-0.002414,-0.005682,-0.008015,2.0
1,1464181071.0,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,0.0,0.0,0.0,0.0,0.0,0.0,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,2.0
2,1464181071.0,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,0.0,0.0,0.0,0.0,0.0,0.0,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,0.14761,-0.156003,0.983758,-0.002098,-0.00586,-0.007464,2.0
3,1464181371.0,0.147803,-0.156712,0.983809,-0.001982,-0.00581,-0.007385,0.0,0.0,0.0,0.0,0.0,0.0,0.147803,-0.156712,0.983809,-0.001982,-0.00581,-0.007385,0.147803,-0.156712,0.983809,-0.001982,-0.00581,-0.007385,2.0
4,1464181995.0,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,0.0,0.0,0.0,0.0,0.0,0.0,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,2.0
5,1464181995.0,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,0.0,0.0,0.0,0.0,0.0,0.0,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,-0.934702,0.220411,0.264781,-0.013475,-0.012771,-0.021874,2.0
6,1464182271.0,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,0.0,0.0,0.0,0.0,0.0,0.0,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,2.0
7,1464182271.0,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,0.0,0.0,0.0,0.0,0.0,0.0,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,0.21747,0.045607,0.981051,-0.002074,-0.005767,-0.007584,2.0
8,1464182571.0,0.21801,0.045689,0.980004,-0.002129,-0.005681,-0.007456,0.0,0.0,0.0,0.0,0.0,0.0,0.21801,0.045689,0.980004,-0.002129,-0.005681,-0.007456,0.21801,0.045689,0.980004,-0.002129,-0.005681,-0.007456,2.0
9,1464182871.0,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,0.0,0.0,0.0,0.0,0.0,0.0,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,2.0
10,1464182871.0,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,0.0,0.0,0.0,0.0,0.0,0.0,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,0.217525,0.045184,0.981302,-0.001972,-0.005568,-0.007403,2.0
11,1464183171.0,0.217754,0.04513,0.979708,-0.002056,-0.005563,-0.007329,0.0,0.0,0.0,0.0,0.0,0.0,0.217754,0.04513,0.979708,-0.002056,-0.005563,-0.007329,0.217754,0.04513,0.979708,-0.002056,-0.005563,-0.007329,2.0
12,1464183471.0,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,0.0,0.0,0.0,0.0,0.0,0.0,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,2.0
13,1464183471.0,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,0.0,0.0,0.0,0.0,0.0,0.0,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,0.218358,0.044999,0.979832,-0.001973,-0.005313,-0.007019,2.0
14,1464183771.0,0.217936,0.045062,0.981824,-0.002081,-0.005927,-0.007572,0.0,0.0,0.0,0.0,0.0,0.0,0.217936,0.045062,0.981824,-0.002081,-0.005927,-0.007572,0.217936,0.045062,0.981824,-0.002081,-0.005927,-0.007572,2.0
15,1464184071.0,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,0.0,0.0,0.0,0.0,0.0,0.0,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,2.0
16,1464184071.0,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,0.0,0.0,0.0,0.0,0.0,0.0,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,0.217876,0.045352,0.980716,-0.00184,-0.005653,-0.007397,2.0
17,1464184371.0,0.217971,0.045691,0.980165,-0.002081,-0.005487,-0.007427,0.0,0.0,0.0,0.0,0.0,0.0,0.217971,0.045691,0.980165,-0.002081,-0.005487,-0.007427,0.217971,0.045691,0.980165,-0.002081,-0.005487,-0.007427,2.0
18,1464184671.0,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,0.0,0.0,0.0,0.0,0.0,0.0,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,2.0
19,1464184671.0,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,0.0,0.0,0.0,0.0,0.0,0.0,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,0.217504,0.045463,0.980575,-0.001941,-0.005517,-0.007202,2.0
20,1464184971.0,0.217796,0.045836,0.981107,-0.002068,-0.005617,-0.007228,0.0,0.0,0.0,0.0,0.0,0.0,0.217796,0.045836,0.981107,-0.002068,-0.005617,-0.007228,0.217796,0.045836,0.981107,-0.002068,-0.005617,-0.007228,2.0
21,1464185271.0,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,0.0,0.0,0.0,0.0,0.0,0.0,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,2.0
22,1464185271.0,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,0.0,0.0,0.0,0.0,0.0,0.0,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,0.217618,0.045672,0.980569,-0.002108,-0.00568,-0.007272,2.0
23,1464185571.0,0.21753,0.045875,0.981871,-0.002058,-0.005671,-0.007498,0.0,0.0,0.0,0.0,0.0,0.0,0.21753,0.045875,0.981871,-0.002058,-0.005671,-0.007498,0.21753,0.045875,0.981871,-0.002058,-0.005671,-0.007498,2.0
24,1464185871.0,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,0.0,0.0,0.0,0.0,0.0,0.0,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,2.0
25,1464185871.0,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,0.0,0.0,0.0,0.0,0.0,0.0,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,0.217589,0.045911,0.980377,-0.00184,-0.005366,-0.007047,2.0
26,1464186171.0,0.218005,0.045419,0.979721,-0.001845,-0.004965,-0.007004,0.0,0.0,0.0,0.0,0.0,0.0,0.218005,0.045419,0.979721,-0.001845,-0.004965,-0.007004,0.218005,0.045419,0.979721,-0.001845,-0.004965,-0.007004,2.0
27,1464186471.0,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,0.0,0.0,0.0,0.0,0.0,0.0,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,2.0
28,1464186471.0,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,0.0,0.0,0.0,0.0,0.0,0.0,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,0.217791,0.045461,0.980862,-0.001904,-0.005352,-0.007155,2.0
29,1464186771.0,0.217584,0.045309,0.980618,-0.001783,-0.005595,-0.00725,0.0,0.0,0.0,0.0,0.0,0.0,0.217584,0.045309,0.980618,-0.001783,-0.005595,-0.00725,0.217584,0.045309,0.980618,-0.001783,-0.005595,-0.00725,2.0
30,1464187071.0,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,2.0
31,1464187071.0,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,0.218,0.046085,0.979962,-0.001961,-0.005365,-0.007274,2.0
32,1464187371.0,0.21723,0.045333,0.981796,-0.002077,-0.005647,-0.007536,0.0,0.0,0.0,0.0,0.0,0.0,0.21723,0.045333,0.981796,-0.002077,-0.005647,-0.007536,0.21723,0.045333,0.981796,-0.002077,-0.005647,-0.007536,2.0
33,1464187671.0,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,0.0,0.0,0.0,0.0,0.0,0.0,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,2.0
34,1464187671.0,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,0.0,0.0,0.0,0.0,0.0,0.0,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,0.217485,0.045915,0.980577,-0.00205,-0.005638,-0.007601,2.0
35,1464187971.0,-0.100166,-0.197651,0.983271,-0.002288,-0.005882,-0.007526,0.0,0.0,0.0,0.0,0.0,0.0,-0.100166,-0.197651,0.983271,-0.002288,-0.005882,-0.007526,-0.100166,-0.197651,0.983271,-0.002288,-0.005882,-0.007526,2.0
36,1464188271.0,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,0.0,0.0,0.0,0.0,0.0,0.0,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,2.0
37,1464188271.0,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,0.0,0.0,0.0,0.0,0.0,0.0,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,0.060829,-0.158389,0.995757,-0.002453,-0.006275,-0.007904,2.0
38,1464188571.0,0.064938,-0.143661,0.995142,-0.002362,-0.006305,-0.007452,0.0,0.0,0.0,0.0,0.0,0.0,0.064938,-0.143661,0.995142,-0.002362,-0.006305,-0.007452,0.064938,-0.143661,0.995142,-0.002362,-0.006305,-0.007452,6.0
39,1464188871.0,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,0.0,0.0,0.0,0.0,0.0,0.0,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,6.0
40,1464188871.0,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,0.0,0.0,0.0,0.0,0.0,0.0,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,-0.123725,-0.153905,0.990365,-0.00282,-0.006702,-0.007468,6.0
41,1464189171.0,-0.005508,-0.025442,1.007637,-0.002671,-0.006976,-0.007699,0.0,0.0,0.0,0.0,0.0,0.0,-0.005508,-0.025442,1.007637,-0.002671,-0.006976,-0.007699,-0.005508,-0.025442,1.007637,-0.002671,-0.006976,-0.007699,1.0
42,1464189471.0,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,0.0,0.0,0.0,0.0,0.0,0.0,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,1.0
43,1464189471.0,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,0.0,0.0,0.0,0.0,0.0,0.0,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,-0.011133,-0.013445,1.007875,-0.003024,-0.006684,-0.008008,1.0
44,1464189771.0,-0.052438,0.006598,1.005871,-0.002931,-0.006588,-0.008186,0.0,0.0,0.0,0.0,0.0,0.0,-0.052438,0.006598,1.005871,-0.002931,-0.006588,-0.008186,-0.052438,0.006598,1.005871,-0.002931,-0.006588,-0.008186,2.0
45,1464190071.0,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,0.0,0.0,0.0,0.0,0.0,0.0,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,2.0
46,1464190071.0,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,0.0,0.0,0.0,0.0,0.0,0.0,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,-0.053226,0.006595,1.006184,-0.002854,-0.006246,-0.00821,2.0
47,1464190371.0,-0.052662,0.007049,1.004185,-0.002726,-0.005787,-0.008308,0.0,0.0,0.0,0.0,0.0,0.0,-0.052662,0.007049,1.004185,-0.002726,-0.005787,-0.008308,-0.052662,0.007049,1.004185,-0.002726,-0.005787,-0.008308,2.0
48,1464190671.0,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,0.0,0.0,0.0,0.0,0.0,0.0,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,2.0
49,1464190671.0,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,0.0,0.0,0.0,0.0,0.0,0.0,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,-0.053009,0.00633,1.005659,-0.002534,-0.005517,-0.008337,2.0
0,1464190971.0,-0.053123,0.006848,1.004659,-0.002671,-0.005328,-0.008346,0.0,0.0,0.0,0.0,0.0,0.0,-0.053123,0.006848,1.004659,-0.002671,-0.005328,-0.008346,-0.053123,0.006848,1.004659,-0.002671,-0.005328,-0.008346,2.0
1,1464191271.0,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,0.0,0.0,0.0,0.0,0.0,0.0,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,1.0
2,1464191271.0,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,0.0,0.0,0.0,0.0,0.0,0.0,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,-0.005521,-0.012109,1.008162,-0.0028,-0.006327,-0.008074,1.0
3,1464191571.0,-0.016705,-0.011177,1.009946,-0.003279,-0.007516,-0.008045,0.0,0.0,0.0,0.0,0.0,0.0,-0.016705,-0.011177,1.009946,-0.003279,-0.007516,-0.008045,-0.016705,-0.011177,1.009946,-0.003279,-0.007516,-0.008045,1.0
4,1464191871.0,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,0.0,0.0,0.0,0.0,0.0,0.0,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,2.0
5,1464191871.0,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,0.0,0.0,0.0,0.0,0.0,0.0,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,0.062259,0.987211,-0.004646,-0.002861,-0.034652,-0.011177,2.0
6,1464192170.0,0.10104,0.229981,0.967424,0.030961,0.052989,0.153039,0.0,0.0,0.0,0.0,0.0,0.0,0.10104,0.229981,0.967424,0.030961,0.052989,0.153039,0.10104,0.229981,0.967424,0.030961,0.052989,0.153039,2.0
7,1464192470.0,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,0.0,0.0,0.0,0.0,0.0,0.0,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,1.0
8,1464192470.0,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,0.0,0.0,0.0,0.0,0.0,0.0,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,0.000944,0.987116,-0.082633,-0.002664,-0.006596,-0.006718,1.0
9,1464192770.0,0.668786,0.164678,0.72559,0.007177,-0.004204,-0.000244,0.0,0.0,0.0,0.0,0.0,0.0,0.668786,0.164678,0.72559,0.007177,-0.004204,-0.000244,0.668786,0.164678,0.72559,0.007177,-0.004204,-0.000244,1.0
10,1464193071.0,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,0.0,0.0,0.0,0.0,0.0,0.0,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,1.0
11,1464193071.0,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,0.0,0.0,0.0,0.0,0.0,0.0,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,0.64152,0.237905,0.73879,-0.003523,-0.006837,-0.003114,1.0
12,1464193370.0,0.630057,0.119609,0.772937,-0.035339,-0.02016,-0.046006,0.0,0.0,0.0,0.0,0.0,0.0,0.630057,0.119609,0.772937,-0.035339,-0.02016,-0.046006,0.630057,0.119609,0.772937,-0.035339,-0.02016,-0.046006,1.0
13,1464193670.0,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,2.0
14,1464193670.0,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,0.0311,0.98601,-0.064583,-0.006792,-0.041318,-0.005948,2.0
15,1464193970.0,0.136608,0.97641,-0.014895,0.002287,0.003652,0.011474,0.0,0.0,0.0,0.0,0.0,0.0,0.136608,0.97641,-0.014895,0.002287,0.003652,0.011474,0.136608,0.97641,-0.014895,0.002287,0.003652,0.011474,2.0
